Player,2021/22,2021/22(*),2020/21,2020/21(*),2019/20,2019/20(*),2018/19,2018/19(*),2017/18,2017/18(*),2016/17,2016/17(*),2015/16,2015/16(*),2014/15,2014/15(*),2013/14,2013/14(*),2012/13,2012/13(*),2011/12,2011/12(*),2010/11,2010/11(*),2009/10,2009/10(*),2008/09,2008/09(*),2007/08,2007/08(*),2006/07,2006/07(*),2005/06,2005/06(*),2004/05,2004/05(*),2003/04,2003/04(*),2002/03,2002/03(*),2001/02,2001/02(*),2000/01,2000/01(*),1999/00,1999/00(*),1998/99,1998/99(*),1997/98,1997/98(*),1996/97,1996/97(*)
Mark Bryant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,030,000","$1,555,569","$1,000,000","$1,526,382","$3,029,268","$4,774,013","$2,000,000","$3,269,506","$2,050,000","$3,417,035","$2,250,000","$3,813,574","$1,150,000","$1,993,940"
Walt Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,030,000","$1,555,569","$5,000,000","$7,631,910","$4,250,000","$6,697,842","$3,750,000","$6,130,324","$3,000,000","$5,000,539","$3,750,000","$6,355,957","$247,500","$429,130"
Tim Hardaway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,000,000","$1,510,261","$3,360,390","$5,129,238","$12,000,000","$18,911,554","$4,800,000","$7,846,815","$5,600,000","$9,334,341","$4,800,000","$8,135,625","$2,500,000","$4,334,652"
Danny Manning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$900,000","$1,359,235","$1,500,000","$2,289,573","$8,030,000","$12,654,981","$6,833,333","$11,170,813","$6,833,000","$11,389,562","$6,833,333","$11,581,966","$6,833,000","$11,847,471"
Emanual Davis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$824,935","$1,245,867","$715,850","$1,092,660","$610,000","$961,337","$510,000","$833,724",,,"$326,700","$553,731","$220,000","$381,449"
J.R. Reid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$800,000","$1,208,209",,,"$2,200,000","$3,467,118","$2,000,000","$3,269,506","$780,000","$1,300,140","$650,000","$1,101,699",,
Erick Barkley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$682,500","$1,030,753","$638,000","$973,831","$712,200","$1,122,400",,,,,,,,
Felipe Lopez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$637,435","$962,693","$565,850","$863,703","$831,120","$1,309,814",,,"$600,000","$1,000,107",,,,
Olumide Oyedeji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$587,435","$887,180","$465,850","$711,065","$316,969","$499,531",,,,,,,,
Lavor Postell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$587,435","$887,180","$465,850","$711,065","$316,969","$499,531",,,,,,,,
Ruben Wolkowyski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$587,435","$887,180","$545,385","$832,465","$316,969","$499,531",,,,,,,,
Kenny Satterfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$512,435","$773,910","$332,817","$508,005",,,,,,,,,,
Greg Foster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$401,951","$607,051","$1,764,247","$2,692,914","$1,760,000","$2,773,694","$1,603,861","$2,621,917","$588,000","$980,105","$504,000","$854,240","$420,000","$728,221"
Igor Rakocevic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$349,458","$527,772",,,,,,,,,,,,
Ken Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$349,458","$527,772",,,,,,,,,,,,
Mike Batiste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$349,458","$527,772",,,,,,,,,,,,
Chris Owens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$349,458","$527,772",,,,,,,,,,,,
Tito Maddox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$349,458","$527,772",,,,,,,,,,,,
Vincent Yarbrough,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$349,458","$527,772",,,,,,,,,,,,
Predrag Savovic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$349,458","$527,772",,,,,,,,,,,,
Reggie Slater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$321,926","$486,192","$646,011","$986,059","$673,500","$1,061,410",,,"$400,000","$666,738","$350,000","$593,222",,
Art Long,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$229,243","$346,216","$465,850","$711,065",,,"$25,000","$40,868",,,,,,
Oscar Torres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$168,729","$254,824","$332,817","$508,005",,,,,,,,,,
Adam Harrington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$140,636","$212,397",,,,,,,,,,,,
John Crotty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$138,171","$208,673","$1,000,000","$1,526,382","$800,000","$1,260,770","$1,237,000","$2,022,189","$1,104,000","$1,840,197","$420,000","$711,867",,
Pete Mickeal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$136,374","$205,960",,,"$316,969","$499,531",,,,,,,,
Ratko Varda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$124,984","$188,758","$332,817","$508,005",,,,,,,,,,
Soumaila Samake,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$124,984","$188,758","$465,850","$711,065","$316,969","$499,531",,,,,,,,
Dean Oliver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$118,735","$179,320","$332,817","$508,005",,,,,,,,,,
Mark Strickland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$60,361","$91,160","$715,850","$1,092,660","$2,400,000","$3,782,310","$2,302,400","$3,763,856","$2,100,000","$3,500,377","$272,250","$461,442","$247,500","$429,130"
Antonio Harvey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$60,361","$91,160","$715,850","$1,092,660","$611,000","$962,913","$510,000","$833,724",,,,,"$247,500","$429,130"
Guy Rucker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$34,946","$52,777",,,,,,,,,,,,
Paul Shirley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$29,832","$45,054",,,,,,,,,,,,
Jayson Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$15,125,000","$23,086,528","$13,800,000","$21,748,287","$12,375,000","$20,230,072","$11,000,000","$18,335,312","$2,500,000","$4,237,305","$2,250,000","$3,901,186"
Mitch Richmond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$11,000,000","$16,790,202","$10,000,000","$15,759,628","$10,000,000","$16,347,533","$2,500,000","$4,167,116","$3,000,000","$5,084,766","$3,575,000","$6,198,552"
Derrick McKey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$6,000,000","$9,158,292","$5,400,000","$8,510,199","$4,800,000","$7,846,815","$4,200,000","$7,000,755","$3,600,000","$6,101,719","$3,000,000","$5,201,582"
Isaac Austin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$5,695,715","$8,693,836","$5,500,000","$8,667,795","$4,819,451","$7,878,613","$5,000,000","$8,334,233","$384,000","$650,850","$247,500","$429,130"
Mookie Blaylock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$5,400,000","$8,242,462","$4,800,000","$7,564,621","$4,200,000","$6,865,963","$3,600,000","$6,000,647","$3,000,000","$5,084,766","$2,800,000","$4,854,810"
Bobby Phills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$5,220,000","$7,967,714","$4,640,000","$7,312,467","$4,060,000","$6,637,098","$3,480,000","$5,800,626","$2,900,000","$4,915,273","$1,808,000","$3,134,820"
Rex Chapman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$3,850,000","$5,876,570","$3,500,000","$5,515,870","$3,150,000","$5,149,472","$2,800,000","$4,667,170","$326,700","$553,731","$247,500","$429,130"
Tyrone Nesby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$3,260,000","$4,976,005","$2,990,000","$4,712,129","$2,716,667","$4,441,080","$287,500","$479,218",,,,
Dean Garrett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$3,240,000","$4,945,477","$2,880,000","$4,538,773","$2,520,000","$4,119,578","$2,160,000","$3,600,388","$1,800,000","$3,050,859","$247,500","$429,130"
Cedric Henderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$3,000,000","$4,579,146","$2,700,000","$4,255,099","$2,400,000","$3,923,407",,,"$250,000","$423,730",,
Johnny Newman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,675,000","$4,083,071","$2,000,000","$3,151,925","$1,100,000","$1,798,228","$1,000,000","$1,666,846","$1,325,000","$2,245,771","$1,225,000","$2,123,979"
Chris Gatling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,504,227","$3,822,407","$5,550,000","$8,746,593","$4,875,200","$7,969,749","$4,266,000","$7,110,767","$3,656,400","$6,197,312","$3,047,000","$5,283,074"
John Starks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,475,000","$3,777,795","$2,250,000","$3,545,916","$4,000,000","$6,539,013","$4,000,000","$6,667,386","$5,112,500","$8,665,288","$1,913,000","$3,316,875"
Michael Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,400,000","$3,663,316","$2,200,000","$3,467,118","$3,660,000","$5,983,196","$2,180,000","$3,633,725","$1,920,000","$3,254,250","$1,570,000","$2,722,161"
Terry Porter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,400,000","$3,663,316","$2,200,000","$3,467,118","$2,000,000","$3,269,506","$1,000,000","$1,666,846","$2,000,000","$3,389,844","$1,775,000","$3,077,603"
Grant Long,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,400,000","$3,663,316","$2,200,000","$3,467,118","$2,000,000","$3,269,506","$2,977,000","$4,962,202","$2,610,335","$4,424,314","$2,260,000","$3,918,525"
Vinny Del Negro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,275,000","$3,472,519","$2,100,000","$3,309,522","$1,925,000","$3,146,900","$1,750,000","$2,916,981","$2,298,777","$3,896,247","$2,023,000","$3,507,600"
Dell Curry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,100,000","$3,205,402","$2,000,000","$3,151,925","$2,100,000","$3,432,981","$1,000,000","$1,666,846","$3,660,000","$6,203,414","$1,830,000","$3,172,965"
Tom Hammonds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,800,000","$2,747,487","$1,130,000","$1,780,838","$1,800,000","$2,942,555",,,"$970,000","$1,644,074","$1,070,000","$1,855,231"
Trajan Langdon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,604,880","$2,449,659","$1,500,120","$2,364,133","$1,394,280","$2,279,303",,,,,,
Dana Barros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,600,000","$2,442,211","$3,700,000","$5,831,062","$3,500,000","$5,721,636","$3,500,000","$5,833,963","$3,400,000","$5,762,734","$3,400,000","$5,895,126"
Roshown McLeod,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,509,001","$2,303,311","$978,600","$1,542,237","$914,760","$1,495,406","$740,000","$1,233,466",,,,
William Avery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,375,920","$2,100,179","$1,286,160","$2,026,940","$1,196,520","$1,956,015",,,,,,
Will Perdue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,320,000","$2,014,824","$2,250,000","$3,545,916","$5,300,000","$8,664,192","$4,373,000","$7,289,120","$1,987,500","$3,368,657","$1,544,000","$2,677,081"
Eldridge Recasner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,300,000","$1,984,296","$1,200,000","$1,891,155","$1,100,000","$1,798,228",,,"$326,700","$553,731","$247,500","$429,130"
Cal Bowdler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,179,720","$1,800,703","$1,102,800","$1,737,971","$1,025,880","$1,677,060",,,,,,
Dan Majerle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,000,000","$1,526,382","$4,050,000","$6,382,649","$3,600,000","$5,885,111","$3,290,000","$5,483,925","$2,820,000","$4,779,680","$2,350,000","$4,074,573"
Felton Spencer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,000,000","$1,526,382","$1,000,000","$1,575,962","$510,000","$833,724","$1,650,000","$2,750,296","$2,178,099","$3,691,707","$2,694,000","$4,671,021"
Sam Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,000,000","$1,526,382","$2,370,000","$3,735,032","$2,000,000","$3,269,506",,,"$1,400,000","$2,372,890","$1,200,000","$2,080,633"
Don MacLean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$965,850","$1,474,256","$3,178,500","$5,009,197","$2,800,000","$4,577,309","$2,460,000","$4,100,442","$2,120,000","$3,593,234","$1,780,000","$3,086,272"
Tim James,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$943,252","$1,439,762","$783,120","$1,234,168","$728,520","$1,190,950",,,,,,
Vonteego Cummings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$810,000","$1,236,369","$757,200","$1,193,319","$704,400","$1,151,520",,,,,,
Carlos Rogers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$778,350","$1,188,059","$2,200,000","$3,467,118","$2,100,000","$3,432,981","$2,000,000","$3,333,693","$1,900,000","$3,220,351","$1,144,000","$1,983,536"
Larry Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$715,850","$1,092,660","$611,000","$962,913",,,,,,,,
Victor Alexander,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$653,350","$997,261",,,,,,,,,,
Harold Jamison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$600,000","$915,829",,,"$301,875","$493,491",,,,,,
Shawnelle Scott,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$590,850","$901,862","$548,500","$864,415",,,,,"$500,000","$847,461","$300,000","$520,158"
Leon Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$517,360","$789,689","$483,680","$762,261","$449,920","$735,508",,,,,,
Vernon Maxwell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$473,000","$721,978","$2,570,000","$4,050,223","$1,430,000","$2,337,697","$1,000,000","$1,666,846",,,"$1,000,000","$1,733,860"
Khalid El-Amin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$465,850","$711,065","$316,969","$499,531",,,,,,,,
AJ Guyton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$465,850","$711,065","$316,969","$499,531",,,,,,,,
Chris Porter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$465,850","$711,065","$316,969","$499,531",,,,,,,,
Steve Goodrich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$465,850","$711,065",,,"$4,529","$7,403",,,,,,
Hanno Mottola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$465,850","$711,065","$316,969","$499,531",,,,,,,,
Alvin Jones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$332,817","$508,005",,,,,,,,,,
Ernest Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$332,817","$508,005",,,,,,,,,,
Antonis Fotsis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$332,817","$508,005",,,,,,,,,,
Norm Richardson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$332,817","$508,005",,,,,,,,,,
Omar Cook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$292,230","$446,054",,,,,,,,,,
Sam Mack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$174,598","$266,503",,,"$315,000","$514,947","$545,000","$908,431","$455,000","$771,189","$247,500","$429,130"
Isaiah Rider,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$112,797","$172,171","$736,000","$1,159,908","$5,410,000","$8,844,015","$4,810,000","$8,017,532","$4,210,000","$7,135,621","$3,610,000","$6,259,237"
Tang Hamilton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$60,881","$92,927",,,,,,,,,,
Joe Crispin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$48,705","$74,342",,,,,,,,,,
Mike Penberthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$28,405","$43,356","$316,969","$499,531",,,,,,,,
Dickey Simpkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$26,190","$39,975",,,"$1,500,000","$2,452,129",,,"$1,235,000","$2,093,228","$1,040,000","$1,803,215"
Sean Elliott,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$5,300,000","$8,352,603","$5,433,333","$8,882,159","$5,333,000","$8,889,293","$5,333,333","$9,039,583","$5,333,000","$9,246,680"
Hersey Hawkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$4,760,000","$7,501,582","$4,164,100","$6,807,276","$3,644,000","$6,073,989","$3,124,100","$5,295,105","$2,604,000","$4,514,973"
Chris Mullin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$4,650,000","$7,328,226","$4,079,100","$6,668,322","$3,510,000","$5,850,631","$2,941,500","$4,985,613","$2,844,000","$4,931,100"
Duane Causwell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$4,000,000","$6,303,851","$1,696,387","$2,773,174","$1,454,000","$2,423,594","$1,211,705","$2,053,745","$2,215,000","$3,840,501"
Cedric Ceballos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$3,937,500","$6,205,353","$3,500,000","$5,721,636","$750,000","$1,250,134","$2,605,000","$4,415,271","$2,400,000","$4,161,266"
Doug West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$3,680,000","$5,799,543","$3,295,000","$5,386,512","$2,915,000","$4,858,857","$2,535,000","$4,296,627","$2,155,000","$3,736,470"
Adam Keefe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$3,390,000","$5,342,514","$3,000,000","$4,904,259","$2,650,000","$4,417,143","$2,300,000","$3,898,320","$1,950,000","$3,381,028"
Greg Minor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$3,240,000","$5,106,119","$2,880,000","$4,708,089","$2,520,000","$4,200,453","$2,160,000","$3,661,031","$1,800,000","$3,120,949"
Dragan Tarlac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,500,000","$3,939,907",,,,,,,,
Terry Mills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,400,000","$3,782,310","$510,000","$833,724","$1,145,000","$1,908,539","$1,000,000","$1,694,922","$2,457,000","$4,260,096"
Dale Ellis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,290,000","$3,608,954","$2,095,250","$3,425,216","$1,750,000","$2,916,981","$1,920,000","$3,254,250","$1,600,000","$2,774,177"
A.C. Green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,250,000","$3,545,916","$1,700,000","$2,779,080","$5,125,088","$8,542,735","$5,095,088","$8,635,776","$4,851,000","$8,410,959"
Sam Perkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,250,000","$3,545,916","$1,925,000","$3,146,900","$1,785,000","$2,975,321","$3,370,000","$5,711,887","$2,730,000","$4,733,440"
Detlef Schrempf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,200,000","$3,467,118","$2,000,000","$3,269,506","$3,333,000","$5,555,599","$3,333,333","$5,649,739","$3,333,000","$5,778,958"
Ron Harper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,200,000","$3,467,118","$2,000,000","$3,269,506","$5,280,000","$8,800,950","$4,560,000","$7,728,844","$3,840,000","$6,658,025"
Terry Cummings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,200,000","$3,467,118","$2,600,000","$4,250,358","$1,150,000","$1,916,873","$1,000,000","$1,694,922",,
Otis Thorpe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,200,000","$3,467,118","$2,000,000","$3,269,506","$4,400,000","$7,334,125","$5,700,000","$9,661,055","$7,000,000","$12,137,026"
Eric Murdock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,100,000","$3,309,522","$1,925,000","$3,146,900","$1,750,000","$2,916,981","$272,250","$461,442",,
Billy Owens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,100,000","$3,309,522","$2,090,000","$3,416,634","$1,750,000","$2,916,981","$4,225,200","$7,161,384","$3,773,000","$6,541,857"
John Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,100,000","$3,309,522",,,"$1,750,000","$2,916,981","$4,550,000","$7,711,895","$4,151,000","$7,197,256"
Keith Closs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,920,000","$3,025,848","$1,680,000","$2,746,385","$1,440,000","$2,400,259","$1,200,000","$2,033,906",,
James Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,870,000","$2,947,050","$2,376,667","$3,885,264","$2,337,500","$3,896,253","$1,500,000","$2,542,383","$1,235,000","$2,141,318"
Gary Grant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,316,969","$2,075,493","$1,200,000","$1,961,703","$1,000,000","$1,666,846","$600,000","$1,016,953","$500,000","$866,930"
Dennis Scott,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,200,000","$1,891,155","$1,100,000","$1,798,228","$1,725,000","$2,875,309","$2,920,000","$4,949,172","$3,000,000","$5,201,582"
Chuck Person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,200,000","$1,891,155","$510,000","$833,724","$3,860,000","$6,434,027","$2,470,000","$4,186,457","$2,060,000","$3,571,753"
Zan Tabak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,200,000","$1,891,155","$1,100,000","$1,798,228",,,"$950,000","$1,610,175","$800,000","$1,387,088"
Joe Kleine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,200,000","$1,891,155","$510,000","$833,724","$1,000,000","$1,666,846","$272,250","$461,442","$1,235,000","$2,141,318"
Chris Carr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,200,000","$1,891,155","$90,000","$147,127","$1,000,000","$1,666,846","$900,000","$1,525,429","$750,000","$1,300,395"
Elliot Perry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,144,000","$1,802,901","$2,000,000","$3,269,506","$2,000,000","$3,333,693","$2,000,000","$3,389,844","$2,000,000","$3,467,721"
Sherman Douglas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,100,000","$1,733,559","$1,000,000","$1,634,753","$2,200,000","$3,667,062","$4,297,250","$7,283,503","$3,594,000","$6,231,496"
Mirsad Turkcan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,069,400","$1,685,334","$830,745","$1,358,063","$739,400","$1,232,466",,,,
Bill Curley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,034,500","$1,630,333","$117,867","$192,683","$1,544,000","$2,573,611","$1,333,800","$2,260,686","$1,123,000","$1,947,125"
Tyrone Corbin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,000,000","$1,575,962","$510,000","$833,724","$2,400,000","$4,000,431","$326,700","$553,731","$247,500","$429,130"
Mario Elie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,000,000","$1,575,962","$1,925,000","$3,146,900","$1,750,000","$2,916,981","$2,430,000","$4,118,660","$1,400,000","$2,427,405"
Pervis Ellison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,000,000","$1,575,962","$2,750,000","$4,495,571","$2,420,000","$4,033,768","$2,090,000","$3,542,387","$1,760,000","$3,051,595"
David Wingate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,000,000","$1,575,962","$510,000","$833,724","$1,000,000","$1,666,846","$570,000","$966,105","$560,000","$970,962"
Jerome Kersey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,000,000","$1,575,962","$1,000,000","$1,634,753","$1,000,000","$1,666,846","$500,000","$847,461","$247,500","$429,130"
Kevin Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,000,000","$1,575,962",,,,,"$2,640,000","$4,474,594","$2,280,000","$3,953,202"
Terry Davis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$923,500","$1,455,401","$1,925,000","$3,146,900","$1,750,000","$2,916,981","$272,250","$461,442","$2,300,000","$3,987,880"
Mahmoud Abdul-Rauf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$798,500","$1,258,406",,,,,"$3,300,000","$5,593,242","$3,100,000","$5,374,968"
