Player,AVG SALARY
Curtis Borchardt,2006089.75
Charlie Ward,5090427.2
Jon Barry,2667212.6
Ibo Kutluay,2375059.0
Fred Hoiberg,1550880.1
Wesley Person,6789848.7
Calbert Cheaney,3656032.9
Ron Mercer,6008228.666666667
Raul Lopez,1414358.5
Jason Collier,2070374.2
Reece Gaines,2086158.6666666667
Troy Bell,1981811.0
Milt Palacio,1044248.7142857143
Jermaine Jackson,828773.0
Nick Van Exel,10642450.1
Stacey Augmon,3631210.6
Ervin Johnson,4680188.0
Bryon Russell,3967799.3
Walter McCarty,2373989.3
Rick Brunson,1020391.125
Maciej Lampe,1257442.6666666667
Lee Nailon,866479.6
Terence Morris,860842.6666666666
Michael Bradley,1525225.8
Charles Smith,3783660.1428571427
Nikoloz Tskitishvili,3264029.5
Laron Profit,873022.8
Lonny Baxter,821854.75
Romain Sato,752281.0
Jackson Vroman,752281.0
Lionel Chalmers,798629.5
Antonio Burks,724131.5
Donta Smith,752578.0
Qyntel Woods,1372847.5
Devin Green,557028.0
Eddie Basden,557028.0
Samaki Walker,2530629.8
Gerald Fitch,502683.0
Zendon Hamilton,709041.2
Mateen Cleaves,1538049.8
John Thomas,1017269.5
Dion Glover,1440331.6666666667
Aaron Miles,217376.0
Sean Banks,210583.0
James Thomas,207715.0
Sharrod Ford,163032.0
Deng Gai,129067.0
Anthony Goldwire,295110.6
Randy Holcomb,72684.0
Matt Walsh,54344.0
Ben Handlogten,295858.0
Melvin Sanders,33965.0
Alex Scales,33965.0
Latrell Sprewell,16287262.777777778
Glenn Robinson,12715506.666666666
Kerry Kittles,9478480.333333334
Christian Laettner,8659351.222222222
Jahidi White,6363276.333333333
Scottie Pippen,16134628.888888888
Rick Fox,4909114.222222222
Michael Stewart,4812546.375
Anthony Mason,6782013.0
Elden Campbell,10882388.888888888
Jason Caffey,5749868.888888889
Chris Crawford,3098900.625
Matt Maloney,3320582.25
Arvydas Sabonis,10460250.857142856
Rodney Rogers,4051876.4444444445
Tom Gugliotta,12527743.222222222
Predrag Drobnjak,2218811.25
Andrew DeClercq,3035203.0
Lucious Harris,3199220.222222222
Kedrick Brown,2688631.5
Rodney White,2697491.0
Jerome Moiso,2425828.6
Cezary Trybanski,2355543.6666666665
Erick Strickland,2299568.888888889
Anthony Peeler,3524108.3333333335
Scott Williams,4418792.666666667
Robert Traylor,2628166.1428571427
Jay Williams,4307509.333333333
Daniel Santiago,1218994.25
Kevin Willis,3060605.0
Nate Huffman,1249503.0
Ryan Humphrey,1683115.0
John Amaechi,2347844.5
Tony Massenburg,1859780.3333333333
Vladimir Stepania,1259946.0
Avery Johnson,5980299.111111111
Steve Smith,9315405.0
Kenny Anderson,8668843.444444444
Travis Best,3103160.777777778
Frank Williams,1317462.3333333333
Darvin Ham,1319575.75
Amal McCaskill,792588.8571428572
Kendall Gill,5484343.888888889
Chris Jefferies,1237090.6666666667
Bruno Sundov,980474.5714285715
Mark Pope,850773.375
Michael Curry,2459562.4444444445
Mamadou N'diaye,1182315.75
Wang Zhizhi,2131018.0
Ansu Sesay,860831.6666666666
Rodney Buford,635680.2
Marcus Fizer,3851483.4
Aleksandar Radojevic,1942906.5
Jamison Brewer,814453.0
Tierre Brown,769641.5
Jabari Smith Sr,796623.25
Tamar Slay,785645.3333333334
Brandon Hunter,715376.0
Alex Garcia,715376.0
Jerome Beasley,715376.0
Tommy Smith,888054.0
Theron Smith,715376.0
Efthimios Rentzias,1154440.0
Erik Daniels,551809.0
Luis Flores,551809.0
Horace Jenkins,551809.0
Arthur Johnson,551809.0
Corsley Edwards,457597.0
Tony Bobbitt,437410.0
Yuta Tabuse,154776.0
Courtney Alexander,1971164.6
Tremaine Fowlkes,610572.3333333334
Geno Carlisle,94211.0
Britton Johnsen,65581.0
Anthony Miller,282827.8
Shawn Kemp,16833264.375
Terrell Brandon,10808858.875
Glen Rice,10754002.5
Chris Mills,6840359.5
Hakeem Olajuwon,16575632.25
Michael Dickerson,4345101.666666667
Keon Clark,3869826.8333333335
Travis Knight,4429940.0
Lawrence Funderburke,3558577.4285714286
Eric Montross,3350021.25
Hubert Davis,2611784.25
Cory Alexander,2599354.4285714286
Bimbo Coles,3258312.75
Corie Blount,2387941.75
Dalibor Bagaric,1544352.25
Karl Malone,16587332.0
Mark Jackson,5446205.0
Kirk Haston,1912276.6666666667
Bryce Drew,1828316.3333333333
Chris Childs,5293157.5
Jeryl Sasser,1501878.0
Joseph Forte,1518979.6666666667
Chris Whitney,2730461.375
Sean Rooks,2887172.875
Horace Grant,11539502.875
Olden Polynice,3591502.0
Popeye Jones,2823945.285714286
Monty Williams,1473352.2857142857
Brandon Armstrong,1399919.0
Robert Pack,5221786.0
Gary Trent,2092137.5
Rod Strickland,7619554.857142857
Mitchell Butler,838574.3333333334
John Wallace,2364014.5714285714
Doug Overton,807387.0
Obinna Ekezie,751256.0
Oliver Miller,819702.0
Ruben Boumtje-Boumtje,754503.0
Donnell Harvey,1313675.0
Pepe Sanchez,789435.0
Jeff Trepagnier,726312.0
Mengke Bateer,857799.0
Dan Langhi,747696.75
Alton Ford,716247.3333333334
Sam Clancy,680732.0
Robert Archibald,680732.0
JR Bremer,680732.0
Muggsy Bogues,2437353.375
Josh Moore,542698.0
Jon Stefansson,542698.0
Travis Hansen,542698.0
Paul Grant,1256120.5
Cherokee Parks,2068006.875
Tyrone Hill,8036803.625
Damone Brown,403759.0
Quincy Lewis,1257768.75
Ben Davis,293606.4
Tracy Murray,3836455.125
Slavko Vranes,191929.0
Sean Lampley,329971.5
Shane Heal,439173.6666666667
Torraye Braggs,289474.5
Derrick Dial,508584.25
Bryant Reeves,12228030.57142857
David Robinson,19354564.14285714
Larry Johnson,15516996.57142857
Matt Geiger,9313888.142857144
John Stockton,11920145.57142857
Luc Longley,7785688.0
Nick Anderson,7187750.428571428
Loy Vaught,6846731.428571428
Danny Ferry,5474226.714285715
Jim McIlvaine,7209215.857142857
Derek Strong,4133399.1428571427
Brent Price,4406324.428571428
Jud Buechler,2967493.1428571427
LaPhonso Ellis,4159113.285714286
Randy Brown,2850425.1428571427
Steve Kerr,2835914.285714286
Jamie Feick,2582745.0
George McCloud,2563612.8571428573
Lorenzo Williams,2429077.714285714
Bryant Stith,6364856.857142857
Patrick Ewing,17628060.714285713
Greg Anthony,2791130.285714286
Matt Bullard,1769337.0
Don Reid,1358182.5714285714
Michael Jordan,27877558.0
Charles Oakley,7928559.571428572
Chris Dudley,7159300.166666667
Brian Shaw,4225639.0
Mark Bryant,2907145.5714285714
Walt Williams,4828753.0
Tim Hardaway,7886069.428571428
Danny Manning,8899085.857142856
Emanual Davis,844794.6666666666
J.R. Reid,2069334.4
Erick Barkley,1042328.0
Felipe Lopez,1034079.25
Olumide Oyedeji,699258.6666666666
Lavor Postell,699258.6666666666
Ruben Wolkowyski,739725.3333333334
Kenny Satterfield,640957.5
Greg Foster,1608306.0
Igor Rakocevic,527772.0
Ken Johnson,527772.0
Mike Batiste,527772.0
Chris Owens,527772.0
Tito Maddox,527772.0
Vincent Yarbrough,527772.0
Predrag Savovic,527772.0
Reggie Slater,758724.2
Art Long,366049.6666666667
Oscar Torres,381414.5
Adam Harrington,212397.0
John Crotty,1261679.6666666667
Pete Mickeal,352745.5
Ratko Varda,348381.5
Soumaila Samake,466451.3333333333
Dean Oliver,343662.5
Mark Strickland,1874419.2857142857
Antonio Harvey,681917.4
Guy Rucker,52777.0
Paul Shirley,45054.0
Jayson Williams,15256448.333333334
Mitch Richmond,10724632.833333334
Derrick McKey,7303227.0
Isaac Austin,5775742.833333333
Mookie Blaylock,6435544.833333333
Bobby Phills,5961333.0
Rex Chapman,3698657.1666666665
Tyrone Nesby,3652108.0
Dean Garrett,3447367.5
Cedric Henderson,3295345.5
Johnny Newman,2511636.6666666665
Chris Gatling,6521650.333333333
John Starks,5418712.166666667
Michael Smith,3787294.3333333335
Terry Porter,3089038.8333333335
Grant Long,3950830.1666666665
Vinny Del Negro,3374961.5
Dell Curry,3472255.5
Tom Hammonds,2194037.0
Trajan Langdon,2364365.0
Dana Barros,5247788.666666667
Roshown McLeod,1643605.0
William Avery,2027711.3333333333
Will Perdue,4593298.333333333
Eldridge Recasner,1331308.0
Cal Bowdler,1738578.0
Dan Majerle,4688720.0
Felton Spencer,2508182.0
Sam Mitchell,2596888.6
Don MacLean,3640118.3333333335
Tim James,1288293.3333333333
Vonteego Cummings,1193736.0
Carlos Rogers,2770956.3333333335
Larry Robinson,1027786.5
Victor Alexander,997261.0
Harold Jamison,704660.0
Shawnelle Scott,783474.0
Leon Smith,762486.0
Vernon Maxwell,2102120.8
Khalid El-Amin,605298.0
AJ Guyton,605298.0
Chris Porter,605298.0
Steve Goodrich,359234.0
Hanno Mottola,605298.0
Alvin Jones,508005.0
Ernest Brown,508005.0
Antonis Fotsis,508005.0
Norm Richardson,508005.0
Omar Cook,446054.0
Sam Mack,578040.0
Isaiah Rider,5264747.333333333
Tang Hamilton,92927.0
Joe Crispin,74342.0
Mike Penberthy,271443.5
Dickey Simpkins,1597136.75
Sean Elliott,8882063.6
Hersey Hawkins,6038585.0
Chris Mullin,5952778.4
Duane Causwell,3478973.0
Cedric Ceballos,4350732.0
Doug West,4815601.8
Adam Keefe,4388652.8
Greg Minor,4159328.2
Dragan Tarlac,3939907.0
Terry Mills,2495918.2
Dale Ellis,3195915.6
A.C. Green,6382893.2
Sam Perkins,4022692.8
Detlef Schrempf,4744184.0
Ron Harper,5984888.6
Terry Cummings,2832317.75
Otis Thorpe,7173766.0
Eric Murdock,2458711.25
Billy Owens,4669275.6
John Williams,5283913.5
Keith Closs,2551599.5
James Robinson,3082453.6
Gary Grant,1517585.0
Dennis Scott,3343089.2
Chuck Person,3383423.2
Zan Tabak,1671661.5
Joe Kleine,1398897.0
Chris Carr,1306190.4
Elliot Perry,3052733.0
Sherman Douglas,4110074.6
Mirsad Turkcan,1425287.6666666667
Bill Curley,1720887.6
Tyrone Corbin,1478595.6
Mario Elie,2837181.6
Pervis Ellison,3339856.6
David Wingate,1202719.8
Jerome Kersey,1230830.4
Kevin Edwards,3334586.0
Terry Davis,2393720.8
Mahmoud Abdul-Rauf,4075538.6666666665
Sam Jacobson,1119567.3333333333
Corey Benjamin,1072844.3333333333
David Benoit,1024359.6666666666
Todd Day,1877319.5
Todd Fuller,1666712.6
Roy Rogers,1100054.0
Etdrick Bohannon,643229.0
Tyus Edney,644038.0
Kornel David,532197.3333333334
Andrae Patterson,631405.0
William Cunningham,484586.3333333333
Gerard King,667545.6666666666
Lazaro Borrell,580455.5
Jonathan Kerner,384937.0
Lari Ketner,409184.5
Michael Hawkins,670341.0
Mike Smith,499531.0
Garth Joseph,499531.0
Chris Carrawell,499531.0
Ruben Garces,499531.0
Paul McPherson,499531.0
Ademola Okulaja,499531.0
Terrance Roberson,499531.0
Chris Herren,496511.0
Mark Karcher,78798.0
Jamal Robinson,63038.0
Rik Smits,11977263.75
Charles Barkley,7083418.75
Bison Dele,8132611.333333333
Jeff Hornacek,6381049.75
Armen Gilliam,5176891.5
Gerald Wilkins,2305203.25
Dino Radja,5332032.5
Hot Rod Williams,3146900.0
Yinka Dare,2749841.25
Kevin Gamble,2569454.25
Keith Askins,1617851.0
Tim Legler,1879093.5
Duane Ferrell,2234126.75
B.J. Tyler,2206883.0
Harvey Grant,4668728.5
Johnny Taylor,1724573.0
Chris Anstey,1557612.6666666667
Malik Sealy,2104320.25
Rex Walters,2491959.75
Derek Harper,2090792.75
Antoine Carr,2778169.3333333335
Eddie Johnson,1592531.0
Scott Burrell,1966663.75
Frederic Weis,1548438.0
Ed Gray,1384256.3333333333
Keith Booth,1142805.0
Rodrick Rhodes,1062704.0
Dwayne Schintzius,1029020.6666666666
Eric Washington,725348.3333333334
Toby Bailey,676905.5
Reggie Jordan,574765.3333333334
John Coker,708560.0
Thurl Bailey,1125271.5
Pete Chilcutt,1100165.75
Bill Wennington,1821322.25
Mark West,1767497.5
Rick Mahorn,1001919.0
Andrew Lang,3641815.25
Ricky Pierce,1457178.5
Jerome Allen,440725.3333333333
Haywoode Workman,2060565.0
Willie Anderson,833724.0
Ed Pinckney,676941.0
Blue Edwards,2447492.5
Byron Scott,631427.0
John Salley,2345782.0
Anthony Avent,833724.0
LaSalle Thompson,631427.0
Thomas Hamilton,833724.0
Tony Farmer,574765.3333333334
Joe Dumars,3229239.5
BJ Armstrong,3871444.0
Chucky Brown,894728.75
Michael Cage,2697142.0
Jack Haley,647583.0
Gheorghe Muresan,2230438.5
Pooh Richardson,3844063.5
Randy Livingston,551813.25
Fred Vinson,792855.0
Andrew Gaze,667691.0
Jerald Honeycutt,586838.3333333334
DeJuan Wheat,593150.3333333334
James Cotton,581078.5
Nikita Morgunov,554299.0
Gerald Brown,554299.0
Miles Simon,554299.0
Makhtar N'Diaye,554299.0
Shea Seals,519775.5
Charles Jones,512576.0
Mate Skelin,554299.0
Brent Scott,529255.0
Ryan Stack,554299.0
Jeffrey Sheppard,554299.0
Marty Conlon,1391909.3333333333
Ryan Robertson,493491.0
John Celestand,493491.0
Shannon Smith,493491.0
Tim Young,493491.0
Dominique Wilkins,834888.0
Jamie Watson,1071274.0
Danny Schayes,1044873.75
Dedric Willoughby,220619.0
Benoit Benjamin,201939.0
A.J. Bramlett,194493.0
Randell Jackson,334016.0
Rick Hughes,188688.0
DeMarco Johnson,182881.0
Mark Davis,385381.3333333333
Stanley Roberts,4053031.6666666665
Jermaine Walker,163475.0
Lou Roe,294187.0
Joe Stephens,303010.5
Devin Gray,144222.0
Drew Barry,343000.5
Mark Hendrickson,413091.6666666667
Kiwane Garris,99960.0
Jamel Thomas,95794.0
Eric Riley,489002.0
Terry Dehere,1685254.75
Adrian Caldwell,288538.5
Derek Hood,81281.0
Marcus Brown,533277.0
Rusty Larue,324873.5
Tyrone Grant,60959.0
Bakari Hendrix,51831.0
Khalid Reeves,2588761.0
Wayne Turner,49042.0
Jason Lawson,225731.0
Mike Brown,40868.0
LaMarcus Golden,40868.0
Casey Shaw,260043.0
Brett Robisch,32695.0
Kebu Stewart,220567.0
Jason Miskiri,26126.0
Louis Bullock,16347.0
Jimmy Oliver,236827.5
Robert Werdann,150016.5
John Morton,11010.0
Andy Panko,8173.0
Trevor Winter,243310.5
Ira Bowman,7403.0
Jason Sasser,4423.0
Mark Price,7330725.0
Rony Seikaly,6791984.666666667
Lionel Simmons,6300685.666666667
Stojko Vrankovic,5954471.0
Bobby Hurley,6019079.666666667
Sharone Wright,5991527.0
Ken Norman,5638090.666666667
Micheal Williams,4651193.666666667
Carl Herrera,3447855.6666666665
Buck Williams,2425854.0
Doug Edwards,1853831.0
Lee Mayberry,2237162.0
Chris Morris,3695421.3333333335
Herb Williams,1426272.6666666667
Dennis Rodman,8299580.666666667
Joe Wolf,1057984.0
Dontae' Jones,1378429.0
Randolph Childress,1363836.0
Martin Muursepp,1037230.0
Priest Lauderdale,1068361.0
Brian Evans,1043284.6666666666
Negele Knight,895930.0
Charles Shackleford,895930.0
Craig Ehlo,732253.0
Jeff Sanders,791752.0
Loren Meyer,1027679.3333333334
David Vaughn,996891.3333333334
Horacio Llamas Grey,584925.5
Corey Beck,584925.5
Chris Robinson,519121.6666666667
Marko Milic,496783.5
Adonis Jordan,583396.0
Charles O'Bannon,537882.5
Bubba Wells,480367.5
Paul Rogers,479218.0
J.R. Henderson,479218.0
Korleone Young,479218.0
Kelly McCarty,479218.0
Cory Carr,479218.0
Marlon Garnett,479218.0
Kevin Johnson,12848201.0
Clyde Drexler,9429152.5
Nate McMillan,4140804.0
Elmore Spencer,3474590.0
Shawn Respert,2586174.0
Greg Graham,2458106.5
Ed O'Bannon,2377614.5
Tree Rollins,2491535.0
Acie Earl,2282528.0
Tony Dumas,2098085.0
Eric Mobley,1858303.5
Robert Parish,1841510.0
Clifford Rozier,1767924.0
Henry James,1004462.0
Mario Bennett,1245979.0
George Zidek,1266228.0
Sherell Ford,1001941.5
Dontonio Wingfield,941941.5
Donny Marshall,847747.0
Randy Woods,847461.0
Steve Scheffler,518067.5
Kevin Salvadori,468803.0
John Long,408827.0
Ed Stokes,461866.0
Reggie Geary,421445.5
Vincent Askew,1964581.5
Sean Higgins,461442.0
Alton Lister,664186.0
Tom Chambers,461442.0
Tim Kempton,461442.0
Stephen Howard,387722.0
Ron Grandison,461442.0
Pete Myers,461442.0
Tim Breaux,461442.0
Ivano Newbill,445286.0
Carl Thomas,445286.0
Rumeal Robinson,445286.0
Steve Henson,461442.0
Greg Anderson,737008.0
Donald Whiteside,421445.5
God Shammgod,410594.0
Chris Garner,410171.0
Derek Grimm,410171.0
Jeff Nordgaard,410171.0
Malcolm Huckaby,410171.0
James Collins,410171.0
Serge Zwikker,410171.0
Adrian Custis,410171.0
Travis Williams,410171.0
Matt Fish,341684.0
Stacey King,169492.0
Ruben Nembhard,84746.0
Ron Riley,84746.0
Scott Brooks,256938.0
Patrick Savoy,42373.0
Todd Lindeman,25423.0
Wayman Tisdale,6025166.0
Sarunas Marciulionis,4334652.0
Sasha Danilovic,3280464.0
Donald Royal,2947563.0
Frank Brickowski,2600791.0
Kenny Gattison,2514098.0
Brooks Thompson,2310022.0
Jon Koncak,1993940.0
Antonio Lang,901607.0
Brad Lohaus,840922.0
Jimmy King,572174.0
Lawrence Moten,556569.0
Rafael Addison,502819.0
Xavier McDaniel,440400.0
Ashraf Amaya,429130.0
Darrin Hancock,429130.0
Mark Bradtke,429130.0
Larry Stewart,429130.0
Eric Leckner,429130.0
Chris Jent,429130.0
David Wood,429130.0
Rich Manning,429130.0
Kevin Duckworth,429130.0
Tracy Moore,429130.0
Mike Peplowski,429130.0
Litterial Green,429130.0
Keith Jennings,429130.0
Greg Dreiling,429130.0
Fred Roberts,429130.0
Tony Smith,429130.0
Willie Burton,429130.0
Donnie Boyce,429130.0
Virginijus Praskevicius,381449.0
James Scott,381449.0
Ray Owes,381449.0
Marcus Mann,381449.0
Carlos Strong,381449.0
Steve Hamer,381449.0
Brett Szabo,381449.0
Earl Cureton,355788.0
Kenny Smith,329606.0
Lloyd Daniels,319203.0
Gaylon Nickerson,265107.0
